Unnamed: 0,store_ID,day_of_week,nb_customers_on_day,open,promotion,state_holiday,school_holiday,year,month,day,sales
0,721,2,668,1,0,0,0,2013.0,7.0,5.0,5956.53
0,393,5,660,1,1,0,1,2015.0,3.0,7.0,6839.03
0,895,5,808,1,0,0,0,,,,7443.48
0,336,2,1830,1,0,0,0,,,,11578.24
0,505,1,833,1,1,0,0,2013.0,9.0,9.0,8482.36
0,781,3,732,1,1,0,1,,,,5822.85
0,488,4,320,1,0,0,0,2014.0,11.0,12.0,2704.04
0,604,7,0,0,0,0,0,2014.0,1.0,6.0,0.0
0,95,6,481,1,0,0,0,2015.0,11.0,7.0,5043.29
0,880,5,595,1,0,0,0,,,,4951.94
0,316,3,834,1,1,0,0,,,,8531.89
0,986,6,605,1,0,0,0,2015.0,11.0,4.0,5578.12
0,617,4,609,1,1,0,0,2014.0,4.0,9.0,6687.14
0,728,2,458,1,1,0,0,,,,5161.01
0,428,4,521,1,1,0,0,2015.0,2.0,7.0,6158.57
0,941,5,637,1,1,0,0,,,,6336.38
0,757,3,595,1,1,0,1,,,,6346.81
0,638,4,732,1,1,0,0,,,,8613.1
0,889,6,280,1,0,0,0,,,,2487.43
0,284,1,367,1,0,0,0,,,,3768.47
0,607,4,523,1,1,0,0,,,,5156.37
0,1011,1,1268,1,1,0,0,2014.0,10.0,11.0,11835.66
0,457,1,482,1,1,0,0,,,,5933.07
0,74,6,773,1,0,0,0,,,,6244.88
0,25,4,1515,1,1,0,1,,,,10659.27
0,567,2,710,1,0,0,1,,,,5237.07
0,715,3,737,1,0,0,0,,,,6037.85
0,946,7,0,0,0,0,0,2014.0,5.0,10.0,0.0
0,980,3,538,1,0,0,1,2013.0,3.0,4.0,5617.08
0,1092,1,1161,1,0,0,0,2013.0,10.0,6.0,11007.33
0,734,5,503,1,0,0,0,,,,4693.22
0,507,4,724,1,1,0,0,2013.0,10.0,10.0,8669.62
0,960,7,0,0,0,0,0,,,,0.0
0,706,3,0,0,1,1,0,2013.0,1.0,5.0,0.0
0,991,5,494,1,0,0,1,,,,4712.46
0,461,5,418,1,0,0,0,,,,3994.52
0,438,2,748,1,1,0,0,,,,7341.29
0,979,3,609,1,1,0,0,2014.0,12.0,11.0,7427.4
0,246,1,861,1,0,0,1,2013.0,8.0,7.0,8052.4
0,355,3,969,1,1,0,0,2013.0,10.0,4.0,8481.98
0,226,7,0,0,0,0,1,,,,0.0
0,407,4,340,1,1,0,0,2014.0,8.0,5.0,4230.75
0,991,7,0,0,0,0,0,2013.0,7.0,7.0,0.0
0,120,2,523,1,0,0,0,,,,4972.92
0,147,7,0,0,0,0,0,,,,0.0
0,503,1,355,1,0,0,0,,,,4538.35
0,17,7,0,0,0,0,0,,,,0.0
0,516,3,769,1,1,0,0,2013.0,3.0,7.0,6055.77
0,1007,2,766,1,1,0,1,2013.0,2.0,7.0,7181.31
0,796,1,0,0,0,2,1,2015.0,6.0,4.0,0.0
0,926,1,689,1,1,0,0,,,,8708.92
0,1016,4,361,1,0,0,1,,,,3394.99
0,894,4,0,0,0,0,0,,,,0.0
0,688,4,409,1,1,0,0,,,,4103.73
0,53,3,566,1,1,0,0,,,,5913.6
0,506,4,710,1,0,0,0,,,,5868.74
0,463,4,845,1,1,0,1,,,,8131.97
0,129,4,1249,1,1,0,0,2013.0,11.0,4.0,10058.89
0,245,4,1075,1,1,0,0,2013.0,4.0,7.0,9497.82
0,390,4,1139,1,1,0,0,2015.0,7.0,5.0,12908.48
0,581,1,829,1,1,0,0,,,,8616.47
0,709,5,1021,1,0,0,1,,,,8281.03
0,149,2,679,1,1,0,0,,,,7527.01
0,981,4,779,1,1,0,1,2015.0,5.0,2.0,8089.15
0,360,7,0,0,0,0,0,2013.0,10.0,3.0,0.0
0,1090,5,604,1,0,0,0,,,,5825.42
0,983,7,0,0,0,0,0,,,,0.0
0,274,2,813,1,0,0,1,,,,6084.9
0,1020,4,993,1,1,0,0,,,,8068.32
0,745,2,702,1,0,0,1,,,,6178.15
0,975,6,490,1,0,0,0,,,,4366.34
0,796,5,708,1,1,0,0,2013.0,5.0,7.0,7462.66
0,811,1,1022,1,1,0,0,2014.0,1.0,12.0,11724.46
0,391,4,619,1,0,0,0,,,,4893.87
0,867,5,498,1,0,0,0,2014.0,11.0,7.0,5073.64
0,129,5,1286,1,1,0,0,2015.0,9.0,1.0,11591.41
0,10,6,641,1,0,0,0,,,,6299.85
0,307,4,285,1,0,0,0,,,,2200.62
0,898,1,976,1,1,0,0,,,,10120.26
0,931,5,411,1,1,0,0,,,,3802.43
0,265,6,342,1,0,0,0,2013.0,2.0,11.0,3446.78
0,179,2,834,1,1,0,0,,,,8556.8
0,221,7,0,0,0,0,0,,,,0.0
0,1045,2,987,1,1,0,0,,,,8412.96
0,447,3,575,1,0,0,0,,,,4717.04
0,902,4,630,1,1,0,0,,,,4950.32
0,514,2,561,1,0,0,0,,,,5245.24
0,91,1,828,1,1,0,0,,,,9229.44
0,945,6,393,1,0,0,0,,,,3584.31
0,29,2,432,1,0,0,1,,,,4328.89
0,566,5,635,1,1,0,0,,,,5516.52
0,39,7,0,0,0,0,0,2014.0,6.0,7.0,0.0
0,580,3,1480,1,1,0,0,2014.0,7.0,5.0,10239.46
0,1074,5,602,1,0,0,1,,,,5453.0
0,428,2,485,1,1,0,0,2013.0,9.0,4.0,5680.99
0,844,5,646,1,0,0,0,,,,5158.75
0,816,2,668,1,0,0,0,,,,4649.38
0,532,7,0,0,0,0,0,,,,0.0
0,556,3,841,1,1,0,0,,,,6886.64
0,1066,7,0,0,0,0,0,,,,0.0
0,468,6,854,1,0,0,0,,,,6807.75
0,152,5,0,0,1,2,1,,,,0.0
0,81,5,601,1,1,0,0,,,,6416.74
0,727,7,0,0,0,0,0,,,,0.0
0,339,2,726,1,1,0,0,2015.0,2.0,6.0,6125.98
0,664,4,678,1,1,0,0,2015.0,8.0,1.0,7167.19
0,390,3,1093,1,0,0,0,2013.0,7.0,8.0,9222.72
0,908,6,206,1,0,0,0,,,,2018.6
0,992,6,429,1,0,0,0,,,,3781.49
0,945,7,0,0,0,0,0,,,,0.0
0,1101,1,924,1,0,0,0,,,,7996.17
0,1113,1,818,1,1,0,1,,,,9435.01
0,105,1,562,1,0,0,0,2015.0,8.0,6.0,5214.08
0,319,5,873,1,0,0,1,,,,6875.79
0,597,4,716,1,1,0,0,,,,5218.3
0,426,4,0,0,0,1,0,,,,0.0
0,391,7,0,0,0,0,0,,,,0.0
0,998,3,588,1,0,0,0,2013.0,2.0,10.0,5172.01
0,388,2,1382,1,1,0,0,2013.0,5.0,11.0,11373.22
0,882,4,0,0,1,0,1,,,,0.0
0,273,7,0,0,0,0,0,,,,0.0
0,998,2,524,1,0,0,0,,,,4239.68
0,751,6,609,1,0,0,0,,,,5573.77
0,884,3,517,1,0,0,0,2015.0,8.0,7.0,4784.27
0,500,5,380,1,1,0,0,2013.0,11.0,10.0,4810.42
0,473,3,434,1,1,0,0,,,,3888.16
0,689,5,855,1,1,0,0,,,,7979.94
0,515,6,964,1,0,0,0,2015.0,9.0,5.0,8014.84
0,460,4,376,1,1,0,0,,,,4060.38
0,25,7,0,0,0,0,0,,,,0.0
0,738,2,910,1,1,0,0,,,,8598.11
0,244,7,0,0,0,0,0,,,,0.0
0,9,6,403,1,0,0,0,,,,3651.25
0,709,3,1415,1,0,0,0,2014.0,12.0,2.0,11095.05
0,236,4,840,1,0,0,1,,,,7481.41
0,754,7,0,0,0,0,0,2014.0,6.0,4.0,0.0
0,789,5,464,1,0,0,0,2014.0,11.0,4.0,4014.75
0,1080,1,1080,1,1,0,0,,,,11394.04
0,1082,2,914,1,0,0,0,2014.0,11.0,3.0,5767.3
0,781,1,800,1,1,0,1,,,,8915.93
0,804,3,444,1,1,0,0,,,,5289.06
0,558,5,418,1,0,0,0,,,,3234.15
0,1090,2,761,1,0,0,0,,,,5691.88
0,913,3,919,1,0,0,0,2015.0,11.0,3.0,6924.9
0,866,6,467,1,0,0,1,2015.0,3.0,1.0,5027.6
0,173,2,870,1,0,0,1,,,,7222.42
0,908,2,320,1,0,0,0,,,,3094.45
0,34,1,1169,1,1,0,0,,,,12696.57
0,1028,1,689,1,1,0,1,,,,7726.28
0,314,7,0,0,0,0,0,2013.0,10.0,3.0,0.0
0,32,1,678,1,1,0,0,,,,7669.37
0,730,6,1185,1,0,0,0,,,,9871.84
0,717,4,608,1,1,0,0,2013.0,4.0,7.0,6232.07
0,955,7,0,0,0,0,0,2014.0,2.0,3.0,0.0
0,566,1,571,1,0,0,0,,,,4614.42
0,1010,6,845,1,0,0,0,2013.0,4.0,5.0,7917.58
0,588,4,692,1,0,0,0,,,,5533.36
0,927,2,877,1,1,0,0,,,,8687.46
0,783,3,682,1,1,0,0,2014.0,2.0,7.0,6964.46
0,1046,3,614,1,0,0,1,2013.0,2.0,1.0,6578.14
0,601,3,393,1,1,0,0,2013.0,6.0,2.0,5083.29
0,176,7,0,0,0,0,0,2014.0,2.0,3.0,0.0
0,70,6,571,1,0,0,0,,,,5600.52
0,749,6,285,1,0,0,0,,,,2650.44
0,127,3,549,1,0,0,0,,,,4818.35
0,866,7,0,0,0,0,1,,,,0.0
0,201,7,0,0,0,0,0,2014.0,8.0,6.0,0.0
0,112,1,797,1,1,0,1,,,,8772.38
0,1035,5,611,1,0,0,0,2013.0,4.0,1.0,5002.17
0,933,5,1187,1,1,0,0,,,,9597.38
0,549,5,634,1,1,0,0,,,,5818.81
0,154,1,0,0,0,2,1,2013.0,1.0,4.0,0.0
0,502,4,1231,1,0,0,1,,,,8171.65
0,1006,6,810,1,0,0,0,2013.0,9.0,3.0,6649.84
0,578,3,646,1,1,0,0,2013.0,9.0,1.0,6789.27
0,196,2,623,1,0,0,0,,,,4319.83
0,467,2,1814,1,0,0,1,,,,14412.18
0,976,3,657,1,1,0,0,,,,6764.13
0,179,7,0,0,0,0,0,,,,0.0
0,79,6,442,1,0,0,0,2014.0,5.0,7.0,4004.85
0,577,4,0,0,0,1,0,2013.0,3.0,10.0,0.0
0,1018,7,0,0,0,0,0,,,,0.0
0,545,1,1325,1,1,0,0,2013.0,1.0,7.0,13393.22
0,1036,3,439,1,1,0,0,2014.0,12.0,11.0,5599.12
0,48,1,457,1,0,0,0,,,,4028.52
0,463,2,1024,1,1,0,0,,,,7573.87
0,981,1,931,1,1,0,0,,,,9934.33
0,200,7,0,0,0,0,0,2015.0,12.0,7.0,0.0
0,886,6,453,1,0,0,0,2014.0,1.0,3.0,4600.48
0,270,6,1046,1,0,0,0,2013.0,9.0,2.0,7906.74
0,784,2,823,1,0,0,0,2013.0,12.0,11.0,7561.27
0,739,4,736,1,1,0,1,,,,9201.05
0,280,2,458,1,0,0,0,2013.0,12.0,3.0,4834.87
0,207,7,0,0,0,0,0,,,,0.0
0,997,4,380,1,0,0,0,,,,3943.94
0,398,3,683,1,0,0,0,,,,5141.59
0,818,4,571,1,0,0,0,,,,4780.73
0,365,2,693,1,1,0,1,,,,7304.54
0,753,3,700,1,0,0,0,,,,6247.27
0,1103,2,288,1,0,0,1,,,,3495.77
0,976,2,786,1,1,0,0,,,,8218.33
0,1095,7,0,0,0,0,0,,,,0.0
0,540,4,456,1,1,0,0,,,,6455.21
0,192,2,471,1,1,0,0,2013.0,2.0,7.0,5627.69
0,985,3,802,1,1,0,0,2014.0,7.0,5.0,8388.69
0,219,1,485,1,0,0,1,2013.0,2.0,9.0,4285.44
0,1040,7,0,0,0,0,0,2013.0,10.0,11.0,0.0
0,995,3,651,1,0,0,1,,,,6716.6
0,1015,4,496,1,1,0,0,2014.0,6.0,3.0,5536.06
0,834,6,412,1,0,0,0,,,,3699.85
0,361,5,788,1,1,0,0,,,,7751.69
0,294,3,746,1,0,0,0,,,,5529.39
0,630,1,1034,1,1,0,0,,,,10646.94
0,301,3,588,1,0,0,0,,,,5286.06
0,288,2,319,1,1,0,0,,,,4131.03
0,810,1,550,1,1,0,0,,,,6573.59
0,86,5,651,1,0,0,0,,,,6141.35
0,853,2,1405,1,1,0,1,,,,12412.12
0,493,2,861,1,1,0,0,,,,8794.93
0,68,4,1471,1,1,0,1,2013.0,1.0,8.0,12327.83
0,109,4,696,1,0,0,0,2015.0,9.0,7.0,6827.18
0,165,2,443,1,0,0,1,,,,3947.37
0,993,7,0,0,0,0,0,,,,0.0
0,166,6,860,1,0,0,0,2013.0,5.0,1.0,7676.41
0,420,4,399,1,0,0,0,2015.0,11.0,6.0,4511.91
0,433,5,683,1,1,0,0,,,,6243.7
0,1097,5,2656,1,0,0,0,,,,9787.0
0,857,6,1122,1,0,0,0,2013.0,2.0,2.0,8566.47
0,783,2,734,1,1,0,0,2014.0,3.0,6.0,7261.21
0,704,4,1149,1,1,0,0,,,,11018.46
0,643,3,1093,1,0,0,0,2013.0,8.0,5.0,7971.39
0,520,7,0,0,0,0,0,2015.0,5.0,4.0,0.0
0,147,6,849,1,0,0,0,,,,7901.85
0,127,7,0,0,0,0,0,2013.0,7.0,7.0,0.0
0,396,6,525,1,0,0,0,,,,5221.6
0,107,4,893,1,1,0,1,2013.0,4.0,7.0,7580.41
0,827,1,2122,1,1,0,1,2014.0,4.0,8.0,18749.9
0,1058,1,698,1,0,0,0,,,,6192.5
0,1054,1,693,1,1,0,0,,,,7885.63
0,730,4,1234,1,1,0,1,,,,11609.44
0,236,2,824,1,0,0,0,,,,6980.35
0,543,1,199,1,0,0,0,2013.0,10.0,6.0,1994.87
0,1059,5,1193,1,1,0,0,2014.0,6.0,6.0,9596.75
0,582,5,930,1,1,0,0,,,,8100.63
0,356,7,0,0,0,0,0,,,,0.0
0,797,2,339,1,0,0,0,2013.0,7.0,5.0,3279.51
0,953,1,565,1,0,0,0,,,,4967.07
0,819,1,0,0,0,1,0,,,,0.0
0,946,5,621,1,1,0,0,,,,5657.85
0,1084,1,0,0,0,1,0,2014.0,9.0,6.0,0.0
0,1077,7,0,0,0,0,0,,,,0.0
0,898,3,663,1,0,0,0,,,,5424.03
0,1092,3,1187,1,1,0,1,,,,12140.49
0,265,4,0,0,1,1,0,,,,0.0
0,593,7,0,0,0,0,0,2014.0,8.0,6.0,0.0
0,60,5,747,1,0,0,1,2015.0,2.0,1.0,8091.42
0,897,1,260,1,0,0,0,,,,2260.41
0,847,2,1074,1,1,0,1,2014.0,7.0,10.0,8213.15
0,196,3,855,1,1,0,0,,,,6866.12
0,378,6,794,1,0,0,0,,,,6274.5
0,527,3,1059,1,0,0,0,,,,9137.73
0,1101,7,0,0,0,0,0,,,,0.0
0,609,5,512,1,1,0,1,2014.0,8.0,8.0,4619.26
0,572,5,0,0,1,2,1,,,,0.0
0,909,5,910,1,0,0,0,,,,8302.46
0,968,2,832,1,0,0,0,2014.0,8.0,4.0,7109.91
0,347,4,351,1,1,0,0,,,,4218.29
0,420,1,538,1,1,0,1,2015.0,1.0,6.0,6249.77
0,885,3,902,1,1,0,0,2014.0,2.0,7.0,8079.54
0,212,4,489,1,1,0,0,2013.0,10.0,1.0,5271.16
0,243,5,1081,1,1,0,1,,,,8859.77
0,123,2,1195,1,1,0,0,2013.0,10.0,9.0,11497.46
0,886,6,463,1,0,0,0,,,,4718.01
0,112,1,855,1,1,0,0,2015.0,4.0,5.0,9269.1
0,158,3,485,1,1,0,0,2014.0,8.0,1.0,6846.57
0,660,5,578,1,0,0,0,2015.0,10.0,7.0,5502.43
0,934,2,710,1,1,0,0,,,,7569.94
0,418,3,663,1,1,0,0,2013.0,4.0,12.0,6736.4
0,189,5,986,1,1,0,0,2013.0,5.0,7.0,8569.5
0,408,3,410,1,0,0,1,,,,3758.27
0,18,4,774,1,1,0,0,,,,7228.7
0,104,4,1171,1,0,0,1,,,,8597.78
0,444,4,1326,1,0,0,0,,,,10401.27
0,606,3,639,1,0,0,1,,,,5654.83
0,394,3,721,1,1,0,1,,,,9568.14
0,635,3,634,1,0,0,0,,,,6449.56
0,8,7,0,0,0,0,0,,,,0.0
0,843,5,1048,1,0,0,0,,,,8654.98
0,208,3,396,1,1,0,0,,,,3419.55
0,552,1,684,1,0,0,0,,,,5767.35
0,350,2,745,1,1,0,0,,,,8901.61
0,779,1,887,1,1,0,1,,,,9436.55
0,677,5,705,1,0,0,1,2013.0,5.0,4.0,6336.25
0,315,7,0,0,0,0,0,2013.0,1.0,12.0,0.0
0,618,5,611,1,0,0,0,,,,6521.99
0,1061,6,635,1,0,0,0,2015.0,4.0,7.0,7143.48
0,324,6,296,1,0,0,0,2014.0,7.0,6.0,2280.04
0,187,1,1089,1,1,0,0,2013.0,12.0,8.0,13587.19
0,629,5,584,1,1,0,0,2015.0,6.0,3.0,6889.85
0,831,7,0,0,0,0,0,2015.0,5.0,4.0,0.0
0,666,1,941,1,1,0,1,,,,9559.17
0,932,3,0,0,0,3,1,,,,0.0
0,305,4,475,1,1,0,1,,,,5173.98
0,982,4,750,1,0,0,1,2014.0,2.0,1.0,6475.48
0,49,2,596,1,1,0,0,2014.0,3.0,6.0,6769.08
0,1106,7,0,0,0,0,0,,,,0.0
0,195,1,1143,1,0,0,0,2013.0,11.0,11.0,8806.14
0,730,7,0,0,0,0,0,,,,0.0
0,1106,6,321,1,0,0,0,,,,2957.06
0,972,1,582,1,1,0,0,,,,6264.79
0,578,5,757,1,1,0,0,2014.0,7.0,11.0,8108.58
0,299,1,1051,1,1,0,0,,,,10334.92
0,125,6,1145,1,0,0,0,,,,8166.2
0,705,4,1048,1,1,0,0,2015.0,5.0,2.0,10583.83
0,302,3,284,1,0,0,0,,,,3174.98
0,1106,1,694,1,1,0,0,2014.0,3.0,3.0,7970.13
0,225,4,646,1,1,0,1,,,,6307.93
0,864,7,0,0,0,0,0,2014.0,2.0,2.0,0.0
0,416,2,1634,1,1,0,0,2014.0,2.0,9.0,13444.59
0,147,2,836,1,1,0,0,,,,9174.72
0,510,4,0,0,0,1,0,,,,0.0
0,384,3,910,1,1,0,0,,,,8002.64
0,1109,5,386,1,0,0,1,,,,3891.01
0,475,1,889,1,0,0,0,2014.0,12.0,5.0,7698.93
0,863,4,927,1,1,0,0,,,,7984.4
0,79,4,689,1,1,0,0,2013.0,2.0,5.0,7532.33
0,124,7,0,0,0,0,0,2014.0,1.0,6.0,0.0
0,148,4,759,1,1,0,0,,,,8007.9
0,180,4,841,1,1,0,1,2013.0,10.0,10.0,7468.99
0,1108,4,669,1,1,0,1,,,,6428.02
0,639,5,547,1,1,0,1,2014.0,10.0,10.0,6088.82
0,60,5,657,1,0,0,0,,,,6805.01
0,508,3,544,1,0,0,0,,,,5047.88
0,904,3,486,1,1,0,0,,,,5377.48
0,151,5,657,1,0,0,0,,,,6412.91
0,460,6,136,1,0,0,0,,,,1566.04
0,122,4,732,1,0,0,0,,,,5988.3
0,1001,1,605,1,0,0,0,2015.0,9.0,2.0,5018.66
0,968,6,416,1,0,0,0,,,,3610.2
0,1085,4,693,1,0,0,0,,,,6041.22
0,943,3,0,0,0,3,1,,,,0.0
0,264,2,1325,1,1,0,0,2013.0,3.0,12.0,10408.75
0,977,7,0,0,0,0,0,,,,0.0
0,121,3,444,1,0,0,0,,,,3725.61
0,620,3,671,1,0,0,1,,,,6217.49
0,783,5,0,0,1,1,0,2014.0,3.0,10.0,0.0
0,793,5,386,1,0,0,0,2013.0,12.0,7.0,3555.46
0,241,7,0,0,0,0,0,,,,0.0
0,869,7,0,0,0,0,0,2014.0,7.0,12.0,0.0
0,819,2,499,1,0,0,0,,,,5275.85
0,489,1,0,0,0,2,0,2015.0,6.0,4.0,0.0
0,754,7,0,0,0,0,0,,,,0.0
0,442,2,0,0,1,1,0,2015.0,6.0,1.0,0.0
0,817,6,2217,1,0,0,0,,,,14820.75
0,1111,7,0,0,0,0,0,,,,0.0
0,269,5,1246,1,0,0,0,,,,9198.39
0,1017,5,913,1,1,0,0,,,,8281.66
0,310,7,214,1,0,0,0,,,,2223.88
0,148,1,870,1,0,0,0,,,,8032.35
0,543,4,204,1,0,0,1,,,,2177.2
0,1024,6,962,1,0,0,0,,,,7706.45
0,796,3,588,1,0,0,0,,,,5640.88
0,927,5,1021,1,1,0,0,,,,7207.86
0,271,5,887,1,1,0,0,2013.0,7.0,6.0,8380.07
0,987,3,791,1,0,0,1,2014.0,9.0,7.0,5943.7
0,398,2,834,1,1,0,0,,,,8122.13
0,1022,5,781,1,1,0,0,,,,6943.67
0,923,3,748,1,1,0,0,2014.0,3.0,9.0,6851.35
0,525,2,722,1,0,0,0,,,,7012.76
0,243,5,729,1,0,0,0,,,,6716.17
0,691,6,548,1,0,0,0,,,,5315.76
0,1056,7,0,0,0,0,0,,,,0.0
0,371,6,541,1,0,0,0,,,,5667.14
0,951,2,594,1,0,0,0,,,,5525.3
0,204,4,538,1,0,0,0,2013.0,11.0,7.0,5499.52
0,900,4,563,1,1,0,0,,,,6130.6
0,970,7,0,0,0,0,0,2014.0,9.0,11.0,0.0
0,189,7,0,0,0,0,0,,,,0.0
0,673,7,0,0,0,0,0,,,,0.0
0,222,6,448,1,0,0,0,2013.0,5.0,1.0,4414.21
0,855,5,616,1,0,0,0,,,,5346.91
0,649,7,0,0,0,0,0,2015.0,12.0,7.0,0.0
0,190,6,500,1,0,0,0,2013.0,8.0,6.0,4972.89
0,254,4,203,1,0,0,0,,,,2151.23
0,710,2,403,1,1,0,1,,,,4984.05
0,195,4,0,0,1,1,0,2014.0,1.0,5.0,0.0
0,358,5,1134,1,0,0,0,2013.0,4.0,10.0,8751.93
0,280,1,544,1,1,0,0,,,,5870.52
0,270,1,1449,1,1,0,1,2013.0,7.0,10.0,12783.35
0,508,1,901,1,1,0,0,,,,9188.34
0,259,3,2263,1,1,0,0,2013.0,11.0,9.0,11192.63
0,344,1,1297,1,1,0,0,,,,11648.5
0,675,6,307,1,0,0,0,,,,2838.64
0,396,7,0,0,0,0,0,2015.0,10.0,5.0,0.0
0,211,1,0,0,0,2,1,2013.0,1.0,4.0,0.0
0,50,3,265,1,0,0,1,,,,2751.29
0,579,6,962,1,0,0,0,,,,8519.31
0,543,2,316,1,1,0,0,,,,3908.21
0,345,6,429,1,0,0,0,2015.0,2.0,5.0,4535.6
0,620,6,808,1,0,0,0,,,,8262.89
0,1054,5,818,1,1,0,1,2014.0,2.0,5.0,7769.24
0,335,3,2992,1,1,0,0,2014.0,7.0,5.0,17568.8
0,308,5,721,1,0,0,0,,,,6635.78
0,749,7,0,0,0,0,0,2013.0,10.0,2.0,0.0
0,1,4,538,1,1,0,1,,,,4627.81
0,273,1,969,1,1,0,0,,,,9937.39
0,159,6,707,1,0,0,0,2014.0,3.0,5.0,7491.92
0,868,3,614,1,1,0,1,,,,8521.88
0,508,2,582,1,0,0,0,,,,5490.1
0,338,4,543,1,0,0,0,2015.0,9.0,7.0,5251.69
0,1070,5,865,1,0,0,0,,,,6522.36
0,474,5,0,0,0,3,1,,,,0.0
0,140,7,0,0,0,0,0,2013.0,8.0,9.0,0.0
0,554,4,588,1,0,0,1,2015.0,12.0,3.0,5542.55
0,994,2,548,1,1,0,0,2014.0,4.0,2.0,6105.24
0,1105,4,399,1,0,0,0,,,,3667.69
0,570,1,925,1,1,0,0,,,,8288.87
0,469,7,0,0,0,0,0,,,,0.0
0,57,3,796,1,0,0,0,,,,6648.14
0,250,3,607,1,1,0,0,2013.0,10.0,4.0,6500.38
0,383,5,2295,1,1,0,1,2013.0,11.0,1.0,18213.31
0,540,5,464,1,1,0,0,2015.0,8.0,5.0,6361.97
0,339,4,568,1,0,0,0,,,,4660.01
0,256,7,0,0,0,0,0,2014.0,7.0,9.0,0.0
0,389,3,791,1,0,0,1,,,,6784.92
0,17,5,677,1,0,0,0,2015.0,12.0,6.0,6931.93
0,237,3,622,1,1,0,0,,,,6010.49
0,798,1,953,1,0,0,0,,,,6873.97
0,606,4,652,1,1,0,0,2014.0,8.0,5.0,6891.8
0,948,2,1703,1,1,0,1,,,,7022.69
0,235,5,553,1,1,0,1,,,,6479.65
0,262,6,2884,1,0,0,0,,,,15506.77
0,217,3,594,1,0,0,0,2014.0,10.0,12.0,4641.8
0,551,3,843,1,1,0,1,,,,7923.07
0,176,6,414,1,0,0,0,2014.0,7.0,6.0,3637.38
0,329,7,0,0,0,0,0,,,,0.0
0,908,4,335,1,0,0,1,,,,3384.63
0,486,5,417,1,0,0,0,,,,3678.5
0,812,1,1157,1,1,0,0,2014.0,2.0,6.0,11986.08
0,189,2,834,1,0,0,0,2013.0,10.0,12.0,7454.51
0,374,5,804,1,0,0,0,2015.0,10.0,7.0,8216.99
0,288,4,489,1,1,0,1,,,,5813.11
0,937,3,482,1,0,0,0,2015.0,10.0,6.0,5071.27
0,1019,6,789,1,0,0,0,,,,7378.92
0,973,7,0,0,0,0,0,2013.0,3.0,11.0,0.0
0,623,6,530,1,0,0,0,,,,4541.33
0,25,5,1742,1,1,0,0,2015.0,5.0,6.0,12660.19
0,416,6,1378,1,0,0,0,2014.0,1.0,3.0,10476.77
0,520,3,447,1,1,0,0,,,,4511.85
0,71,6,598,1,0,0,0,2014.0,2.0,8.0,6536.29
0,247,1,574,1,0,0,0,,,,5996.46
0,392,1,972,1,1,0,1,,,,10837.64
0,856,1,1159,1,1,0,0,,,,11153.12
0,403,7,0,0,0,0,0,2013.0,3.0,3.0,0.0
0,342,6,853,1,0,0,0,,,,9866.28
0,977,1,459,1,0,0,0,2014.0,10.0,2.0,4183.87
0,557,3,668,1,0,0,0,,,,4431.0
0,519,5,626,1,1,0,1,,,,6190.17
0,1074,2,539,1,1,0,0,2014.0,11.0,11.0,5664.06
0,57,1,813,1,0,0,0,2015.0,11.0,5.0,8085.01
0,349,4,0,0,0,1,1,2015.0,1.0,1.0,0.0
0,529,6,721,1,0,0,0,,,,6456.89
0,451,3,0,0,1,1,0,2013.0,1.0,5.0,0.0
0,79,1,718,1,1,0,0,,,,7600.1
0,269,4,984,1,0,0,0,,,,6564.15
0,167,1,1537,1,1,0,0,2014.0,1.0,12.0,14769.05
0,591,1,612,1,1,0,0,,,,7417.09
0,62,3,683,1,0,0,0,2015.0,10.0,6.0,6885.56
0,327,7,0,0,0,0,0,,,,0.0
0,433,3,667,1,1,0,0,2014.0,2.0,4.0,6776.8
0,716,7,0,0,0,0,0,,,,0.0
0,334,2,984,1,0,0,1,,,,7078.78
0,661,5,605,1,0,0,1,,,,5883.13
0,763,7,0,0,0,0,0,,,,0.0
0,535,4,960,1,1,0,1,2014.0,7.0,8.0,8707.4
0,625,6,446,1,0,0,0,,,,4234.91
0,362,5,1438,1,0,0,0,,,,10749.96
0,33,7,0,0,0,0,0,,,,0.0
0,217,5,480,1,0,0,0,,,,5054.94
0,1038,1,527,1,0,0,0,,,,4569.27
0,645,6,1161,1,0,0,0,,,,9430.1
0,448,1,1007,1,1,0,0,2013.0,1.0,7.0,10836.03
0,313,2,594,1,0,0,0,,,,5508.51
0,106,5,945,1,0,0,0,2013.0,1.0,2.0,8137.09
0,297,7,0,0,0,1,0,2013.0,6.0,1.0,0.0
0,857,2,847,1,1,0,1,,,,8389.67
0,422,2,533,1,1,0,0,2013.0,5.0,11.0,5868.59
0,126,1,730,1,1,0,0,2014.0,1.0,9.0,8349.3
0,259,2,2865,1,1,0,0,,,,13207.63
0,410,7,0,0,0,0,0,2014.0,9.0,2.0,0.0
0,278,1,837,1,0,0,0,2014.0,8.0,9.0,7736.07
0,702,3,302,1,0,0,1,,,,3285.91
0,456,1,1150,1,1,0,0,2013.0,7.0,10.0,10723.85
0,257,4,0,0,0,1,0,2013.0,9.0,5.0,0.0
0,182,4,308,1,0,0,0,,,,3559.07
0,153,4,730,1,1,0,0,,,,8468.47
0,85,6,693,1,0,0,0,,,,6781.06
0,1104,4,599,1,1,0,0,,,,5404.51
0,922,3,706,1,1,0,0,,,,7288.56
